,Referred_a_Friend,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Regular_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Gender,Age,Married,Number_of_Dependents,Zip_Code,Population,CLTV,Churn_Category,Total_Customer_Svc_Requests,Product/Service_Issues_Reported,Customer_Satisfaction,Churn_Value
2608,0,0,52,2.0,1,33.84,0,1,2.0,5,1,0,1,1,0,0,0,0,1,0,2,57.95,3042.25,0.0,152.0,1759.6800000000003,2,35,0,0,90505,34873,6078,1.0,1,0,0,0
2609,0,0,43,3.0,1,26.55,0,1,1.0,12,0,1,1,0,1,0,0,0,3,1,1,91.65,3954.1,0.0,474.0,1141.65,2,36,0,0,90601,32050,3826,1.0,0,0,0,0
2610,1,1,64,4.0,0,0.0,0,1,3.0,30,0,1,0,1,1,1,1,0,2,1,1,54.6,3423.5,0.0,1027.0,0.0,2,48,1,0,90603,19109,4850,1.0,0,0,0,0
2611,1,1,3,5.0,1,33.3,0,1,1.0,12,1,1,0,0,1,0,0,1,3,0,1,89.85,248.4,0.0,0.0,99.9,1,38,1,2,90604,37887,4648,1.0,1,2,0,0
2612,0,0,36,3.0,0,0.0,0,1,1.0,27,1,0,0,0,0,0,0,1,2,0,1,31.05,1126.35,0.0,0.0,0.0,2,61,0,0,90605,38181,4871,1.0,3,0,0,0
2613,0,0,41,3.0,1,31.62,0,0,1.0,0,0,0,0,0,0,0,0,0,2,0,2,20.65,835.15,0.0,0.0,1296.42,2,53,0,0,90620,44442,5918,1.0,1,0,0,0
2614,1,1,27,3.0,1,48.17,1,1,1.0,15,0,1,0,1,0,0,0,0,3,1,2,85.2,2151.6,0.0,323.0,1300.59,1,33,1,1,90621,33528,3796,1.0,1,2,0,0
2615,1,1,56,4.0,1,42.37,1,1,3.0,71,0,0,1,0,1,1,1,1,1,1,2,99.8,5515.45,0.0,0.0,2372.72,2,27,1,0,90623,15505,4606,1.0,0,0,0,0
2616,0,0,6,5.0,1,7.72,0,0,2.0,0,0,0,0,0,0,0,0,0,3,0,2,20.7,112.75,0.0,0.0,46.32,2,31,0,0,90630,47344,5346,1.0,1,1,0,0
2617,1,1,7,4.333333333333333,1,25.64,0,1,1.0,71,1,0,0,0,0,0,0,0,3,0,2,50.7,350.35,0.0,249.0,179.48000000000002,2,20,1,2,90638,47568,3097,1.0,1,2,0,0
2618,1,1,4,3.666666666666667,1,39.89,0,0,1.0,0,0,0,0,0,0,0,0,0,3,0,2,20.85,62.9,0.0,0.0,159.56,2,27,1,1,90640,62425,3172,1.0,1,0,0,0
2619,0,0,33,3.0,1,47.64,0,1,1.0,18,1,0,0,1,1,0,0,0,2,1,1,88.95,3027.65,0.0,545.0,1572.12,1,59,0,0,90650,103214,5087,1.0,0,0,0,0
2620,1,1,72,1.0,1,1.86,1,0,1.6666666666666665,0,0,0,0,0,0,0,0,0,2,1,1,23.55,1723.95,0.0,0.0,133.92000000000002,1,46,1,0,90670,16271,5901,1.0,1,0,0,0
2621,0,0,1,1.0,1,15.77,0,0,2.333333333333333,0,0,0,0,0,0,0,0,0,3,0,2,19.75,19.75,0.0,0.0,15.77,1,45,0,0,90680,29694,2484,1.0,2,0,0,0
2622,0,0,13,1.0,1,29.21,1,1,3.0,22,0,0,0,0,0,1,1,1,3,1,1,85.95,1215.65,0.0,26.74,379.73,2,49,0,0,90703,51556,5886,1.0,0,0,0,0
2623,0,0,67,1.0,1,32.58,0,1,3.0,8,0,0,0,1,0,0,0,1,2,0,1,50.55,3260.1,0.0,0.0,2182.86,1,60,0,0,90706,72893,6064,1.0,1,0,0,0
2624,0,0,43,1.2222222222222223,1,25.53,1,0,2.5,0,0,0,0,0,0,0,0,0,2,1,2,25.7,1188.2,0.0,0.0,1097.79,2,42,0,0,90713,27563,2017,1.0,0,0,0,0
2625,0,0,23,1.4444444444444444,1,24.04,0,1,2.0,22,1,0,0,0,0,0,0,0,3,1,1,75.0,1778.5,0.0,391.0,552.92,2,37,0,0,90715,20890,2221,1.0,0,0,0,0
2626,1,1,64,1.6666666666666665,1,36.24,0,0,2.0,0,0,0,0,0,0,0,0,0,2,0,2,20.2,1277.75,0.0,0.0,2319.36,2,23,1,0,90716,14852,4557,1.0,0,0,0,0
2627,0,0,57,1.8888888888888888,1,5.71,0,0,2.0,0,0,0,0,0,0,0,0,0,2,1,2,19.6,1170.55,0.0,0.0,325.47,1,58,0,0,90717,21065,4393,1.0,2,0,0,0
2628,1,2,61,2.111111111111111,1,17.49,1,1,2.0,21,0,1,0,0,1,1,1,1,2,1,1,101.05,5971.25,0.0,0.0,1066.89,2,35,1,0,90732,21279,6311,1.0,0,0,0,0
2629,0,0,64,2.333333333333333,1,30.27,1,1,3.0,12,1,1,0,0,0,0,0,0,1,1,2,84.3,5289.05,0.0,635.0,1937.28,1,34,0,0,90740,24180,5044,1.0,4,1,0,0
2630,1,5,65,2.5555555555555554,1,13.2,1,1,3.0,13,1,1,0,1,1,0,0,1,2,1,2,99.05,6416.7,0.0,83.42,858.0,2,56,1,0,90743,174,5878,1.0,2,2,0,0
2631,0,0,3,2.7777777777777777,1,35.65,0,0,3.0,0,0,0,0,0,0,0,0,0,1,0,2,19.6,61.35,0.0,0.0,106.95,1,42,0,0,90744,53323,2543,1.0,1,0,0,0
2632,0,0,30,3.0,1,27.88,0,1,3.0,6,0,1,1,0,1,0,0,0,1,0,2,64.5,1929.95,0.0,116.0,836.4,1,52,0,0,90746,25566,4320,1.0,1,0,0,0
2633,1,1,15,2.3333333333333335,1,8.44,0,1,3.0,21,0,1,1,1,0,1,1,0,3,1,2,69.5,1071.4,0.0,225.0,126.6,1,50,1,1,90802,38427,3128,1.0,1,1,0,0
2634,1,1,8,1.6666666666666667,1,29.94,0,1,2.0,17,0,0,0,1,1,1,1,0,3,1,1,68.55,564.35,0.0,96.0,239.52,2,33,1,1,90803,31352,3123,1.0,0,0,0,0
2635,1,4,70,1.0,1,5.77,1,1,1.0,48,1,1,1,0,1,1,1,0,1,1,2,108.15,7930.55,0.0,3807.0,403.9,2,27,1,0,90805,91664,5192,1.0,1,1,0,0
2636,1,2,62,1.0,1,43.2,0,1,2.0,23,1,1,1,1,1,1,1,1,2,0,1,86.1,5215.25,0.0,119.95,2678.4,1,51,1,0,90806,49647,5769,1.0,1,2,0,0
2637,1,9,6,1.0,1,5.52,0,0,2.5,0,0,0,0,0,0,0,0,0,3,0,2,19.7,113.5,0.0,0.0,33.12,2,29,1,3,90807,31556,4293,1.0,1,0,0,0
2638,1,7,14,1.0,1,40.22,0,1,3.0,19,0,0,0,0,0,1,1,0,3,1,1,80.9,1152.8,0.0,219.0,563.0799999999999,2,33,1,1,90808,37417,2563,1.0,1,1,0,0
2639,0,0,22,1.0,1,19.2,1,1,1.0,41,0,0,0,0,1,0,0,1,3,1,1,84.15,1821.95,0.0,0.0,422.4,2,23,0,0,90810,35656,3549,1.0,0,0,0,0
2640,1,3,22,1.0,1,48.06,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,2,20.15,419.9,0.0,0.0,1057.3200000000002,1,37,1,0,90813,63136,2173,1.0,2,0,0,0
2641,1,9,16,1.0,1,23.31,0,1,1.0,27,1,0,1,0,1,0,0,1,2,0,2,64.25,1024.0,0.0,27.65,372.96,1,38,1,0,90814,19034,5511,1.0,0,0,0,0
2642,0,0,10,1.0,1,32.1,1,0,1.0,0,0,0,0,0,0,0,0,0,2,0,1,25.7,251.6,0.0,0.0,321.0,1,44,0,0,90815,38902,3611,1.0,1,1,0,0
2643,0,0,13,1.0,1,27.04,0,1,1.0,10,1,1,0,0,0,0,0,1,3,1,1,56.0,764.55,0.0,7.65,351.52,2,63,0,1,90822,425,5156,1.0,0,0,0,0
2644,0,0,2,1.0,1,15.67,0,1,1.0,8,0,0,0,0,0,0,0,0,3,1,1,69.7,135.2,0.0,11.0,31.34,2,54,0,0,91006,30028,3056,1.0,2,0,0,0
2645,0,0,53,1.0,1,6.54,1,1,2.0,4,0,1,1,1,0,1,1,1,2,1,1,73.9,3958.25,0.0,0.0,346.62,1,35,0,0,91007,30933,5644,1.0,0,0,0,0
2646,1,7,11,1.0,1,1.92,0,0,2.3333333333333335,0,0,0,0,0,0,0,0,0,1,0,2,20.6,233.9,0.0,0.0,21.12,2,21,1,0,91010,27414,4047,1.0,3,0,0,0
2647,1,3,69,1.0,1,30.86,0,0,2.6666666666666665,0,0,0,0,0,0,0,0,0,2,0,2,19.9,1363.45,0.0,0.0,2129.34,1,40,1,0,91011,20200,5570,1.0,0,0,0,0
2648,1,7,72,1.0,1,6.05,1,1,3.0,30,1,1,1,1,1,1,1,1,2,1,1,89.05,6254.45,0.0,0.0,435.6,1,39,1,0,91020,7527,6212,1.0,0,0,0,0
2649,1,3,16,4.0,1,45.54,0,0,2.0,0,0,0,0,0,0,0,0,0,3,0,1,20.4,321.4,0.0,0.0,728.64,2,59,1,2,91030,23984,3990,1.0,4,0,0,0
2650,1,6,43,4.0,1,15.2,0,1,1.0,21,1,0,1,1,0,0,0,1,1,1,1,84.25,3539.25,0.0,74.32,653.6,1,61,1,0,91040,18752,4382,1.0,3,0,0,0
2651,1,3,14,4.0,1,5.17,0,1,2.0,25,0,1,1,1,1,1,1,1,2,0,2,81.95,1181.75,0.0,0.0,72.38,1,48,1,0,91101,16812,2564,1.0,1,0,0,0
2652,0,0,32,3.0,1,35.97,0,0,1.6666666666666667,0,0,0,0,0,0,0,0,0,1,0,1,20.55,654.55,0.0,0.0,1151.04,2,61,0,0,91104,38460,5358,1.0,2,0,0,0
2653,1,5,34,3.0,1,11.52,1,0,1.3333333333333335,0,0,0,0,0,0,0,0,0,3,0,1,24.7,780.2,0.0,0.0,391.68,2,49,1,0,91105,10253,3421,1.0,0,0,0,0
2654,1,6,15,4.0,1,4.19,1,1,1.0,59,0,1,1,0,1,1,1,0,3,1,1,105.35,1559.25,0.0,920.0,62.85000000000001,2,19,1,3,91108,13158,2721,1.0,0,0,0,0
2655,1,3,61,3.6666666666666665,1,19.27,0,0,1.0,0,0,0,0,0,0,0,0,0,1,1,2,20.55,1252.0,0.0,0.0,1175.47,1,22,1,0,91201,23981,5110,1.0,2,0,0,0
2656,0,0,1,3.3333333333333335,1,47.36,0,1,1.0,41,0,0,0,0,0,0,0,1,3,0,2,45.3,45.3,0.0,0.0,47.36,2,25,0,0,91203,14493,3575,1.0,0,0,0,0
2657,1,7,33,3.0,1,48.85,0,1,1.0,30,1,0,1,0,1,1,1,0,1,0,2,74.75,2453.3,0.0,736.0,1612.05,1,35,1,0,91205,41390,5344,1.0,3,0,0,0
2658,0,0,20,4.0,1,3.94,0,1,3.0,18,0,1,0,0,0,0,0,0,3,1,2,51.8,1023.85,0.0,184.0,78.8,1,45,0,0,91208,16910,2764,1.0,0,0,0,0
2659,0,0,3,4.0,0,0.0,0,1,2.0,59,0,0,0,1,0,0,0,1,3,0,1,30.4,82.15,0.0,4.85,0.0,1,19,0,0,91214,29110,3108,1.0,1,0,0,0
2660,0,0,13,4.0,1,33.13,0,0,1.5,0,0,0,0,0,0,0,0,0,1,0,1,19.65,244.8,0.0,0.0,430.69000000000005,2,61,0,0,91301,25303,2024,1.0,1,0,0,0
2661,1,5,40,3.0,1,48.29,1,1,1.0,23,0,1,0,0,0,0,0,1,3,0,2,56.6,2379.1,0.0,0.0,1931.6,2,62,1,0,91302,23661,3359,1.0,1,1,0,0
2662,1,5,43,2.0,1,48.1,1,1,1.0,51,1,0,0,1,0,1,1,1,1,1,2,71.9,3173.35,0.0,161.84,2068.3,1,24,1,0,91303,23519,4106,1.0,1,0,0,0
2663,1,9,69,1.0,1,5.27,0,0,2.0,0,0,0,0,0,0,0,0,0,2,0,1,19.75,1375.4,0.0,0.0,363.63,2,38,1,0,91306,43857,5325,1.0,0,0,0,0
2664,1,7,72,1.0,1,18.66,1,1,3.0,3,1,1,1,0,1,1,1,1,2,0,2,109.7,8129.3,0.0,0.0,1343.52,2,42,1,0,91307,23637,5945,1.0,2,0,0,0
2665,1,3,59,2.0,1,25.57,0,0,3.0,0,0,0,0,0,0,0,0,0,2,0,2,19.3,1192.7,0.0,0.0,1508.63,1,33,1,0,91311,35325,4149,1.0,2,0,0,0
2666,0,0,20,4.0,1,28.57,0,1,3.0,15,1,1,0,1,1,0,0,0,3,1,1,96.55,1901.65,0.0,285.0,571.4,2,32,1,0,91316,27614,4382,1.0,0,0,0,0
2667,1,1,24,3.0,1,1.14,1,0,2.0,0,0,0,0,0,0,0,0,0,2,1,1,24.1,587.4,0.0,0.0,27.36,1,19,1,3,91320,37779,4634,1.0,1,0,0,0
2668,0,0,59,2.0,1,48.12,1,1,1.0,51,0,1,1,1,1,1,1,0,3,1,1,111.35,6519.75,0.0,3325.0,2839.08,1,19,0,0,91321,30742,6047,1.0,1,0,0,0
2669,1,2,72,1.0,1,11.66,1,1,3.0,28,0,1,1,1,1,1,1,1,2,1,1,112.25,8041.65,0.0,0.0,839.52,1,42,1,3,91324,25751,4099,1.0,1,0,0,0
2670,0,0,1,2.0,1,7.57,0,0,2.0,0,0,0,0,0,0,0,0,0,3,0,2,20.75,20.75,0.0,0.0,7.57,1,29,0,1,91325,32307,3358,1.0,3,0,0,0
2671,0,0,27,3.0,1,20.02,0,1,1.0,27,1,0,0,1,1,1,1,1,1,1,2,101.9,2681.15,0.0,0.0,540.54,2,55,1,0,91326,28067,3795,1.0,1,1,0,0
2672,0,0,14,4.0,1,1.69,0,1,1.0,21,0,1,0,1,0,0,0,1,3,1,2,80.05,1112.3,0.0,23.36,23.66,2,51,0,0,91331,97318,4400,1.0,0,0,0,0
2673,1,3,71,1.0,1,25.02,1,1,3.0,53,1,0,1,0,1,1,1,1,2,0,1,105.55,7405.5,0.0,0.0,1776.42,1,55,1,3,91335,68018,5010,1.0,2,0,0,0
2674,0,0,13,4.0,1,31.93,0,1,3.0,22,0,0,0,0,1,0,0,1,3,1,2,78.3,1033.95,0.0,22.75,415.09,1,55,0,3,91340,33389,5566,1.0,2,1,0,0
2675,0,0,44,2.0,1,1.7,0,1,1.0,28,0,0,0,0,0,0,0,0,3,0,2,68.85,2958.95,0.0,829.0,74.8,1,41,0,0,91342,81986,2053,1.0,2,0,0,0
2676,0,0,33,3.0,1,42.29,0,1,2.0,13,0,1,0,1,0,0,0,1,1,1,1,79.95,2684.85,0.0,0.0,1395.57,2,64,0,0,91343,57017,3118,1.0,2,0,0,0
2677,1,5,72,1.0,0,0.0,0,1,1.0,47,1,1,1,1,0,1,1,0,2,1,2,55.45,4179.2,0.0,1964.0,0.0,1,30,1,0,91344,48867,4556,1.0,0,0,0,0
2678,1,10,64,2.0,1,40.49,0,1,2.0,69,0,1,1,1,1,1,1,0,1,1,2,102.45,6654.1,0.0,4591.0,2591.36,1,22,1,0,91351,59259,6398,1.0,0,0,0,0
2679,0,0,1,2.0,0,0.0,0,1,1.0,2,0,0,0,0,0,0,0,1,3,0,1,25.25,25.25,0.0,0.0,0.0,2,40,0,0,91354,17846,5858,1.0,0,0,0,0
2680,0,0,61,2.0,1,15.02,0,0,1.0,0,0,0,0,0,0,0,0,0,2,0,3,19.75,1124.2,0.0,0.0,916.22,1,32,0,2,91355,24977,5411,1.0,0,0,0,0
2681,1,6,29,3.0,1,27.72,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,1,20.0,540.05,0.0,0.0,803.88,2,23,1,0,91356,27424,3800,1.0,1,2,0,0
2682,1,1,57,2.0,0,0.0,0,1,1.0,22,1,1,1,0,1,1,1,1,3,1,1,58.75,3437.45,0.0,0.0,0.0,2,45,1,0,91361,18735,4115,1.0,1,0,0,0
2683,1,11,72,1.0,0,0.0,0,1,3.0,17,1,1,1,1,0,0,0,1,2,0,2,45.25,3139.8,0.0,0.0,0.0,1,46,1,0,91362,33057,5041,1.0,1,0,0,0
2684,1,1,66,1.5,0,0.0,0,1,1.0,29,1,1,1,1,1,0,0,0,2,1,1,56.6,3789.2,0.0,1099.0,0.0,1,38,1,0,91364,25988,5500,1.0,0,0,0,0
2685,1,8,65,2.0,1,41.57,1,1,2.0,16,0,1,1,1,1,1,1,0,2,1,1,84.2,5324.5,0.0,852.0,2702.05,1,51,1,0,91367,36123,5256,1.0,1,0,0,0
2686,0,0,8,2.5,1,39.92,0,1,1.0,73,0,0,0,0,1,0,0,0,3,1,1,80.0,624.6,0.0,456.0,319.36,2,24,0,0,91377,14814,2165,1.0,2,0,0,0
2687,1,3,71,3.0,1,32.13,1,0,1.0,0,0,0,0,0,0,0,0,0,2,0,1,24.75,1836.9,0.0,0.0,2281.23,2,55,1,0,91384,22177,4642,1.0,1,0,0,0
2688,1,8,1,3.5,1,44.69,0,0,1.0,0,0,0,0,0,0,0,0,0,1,1,1,20.2,20.2,0.0,0.0,44.69,1,32,1,0,91401,40376,4160,1.0,2,0,0,0
2689,0,0,12,4.0,1,16.72,0,0,1.0,0,0,0,0,0,0,0,0,0,1,1,1,19.35,219.35,0.0,0.0,200.64,2,53,0,0,91403,22085,4451,1.0,2,1,0,0
2690,0,0,24,3.0,0,0.0,0,1,1.0,46,1,0,0,0,1,1,1,0,1,1,3,50.6,1288.75,0.0,593.0,0.0,1,28,0,0,91405,51348,4806,1.0,1,0,0,0
2691,1,2,31,2.6666666666666665,1,39.34,0,1,3.0,41,1,0,1,1,1,1,1,1,1,1,3,81.15,2545.75,0.0,0.0,1219.5400000000002,2,26,1,0,91406,50047,5643,1.0,3,1,0,0
2692,0,0,30,2.3333333333333335,1,31.97,1,1,2.0,2,0,0,0,1,0,1,1,0,3,1,2,89.9,2723.15,0.0,54.0,959.1,1,62,0,0,91423,29387,3233,1.0,0,0,0,0
2693,1,6,47,2.0,1,29.15,1,1,3.0,52,1,1,0,1,1,1,1,1,2,1,2,85.3,4107.25,0.0,0.0,1370.05,2,22,1,0,91436,13129,5698,1.0,3,0,0,0
2694,0,0,54,2.0,1,17.76,1,1,3.0,4,1,1,0,1,1,1,1,1,2,1,2,108.0,5760.65,0.0,0.0,959.04,1,49,0,0,91501,18112,6370,1.0,1,0,0,0
2695,0,0,50,2.0,1,40.83,0,1,3.0,21,1,1,0,1,0,1,1,1,3,1,2,93.5,4747.5,0.0,0.0,2041.5,1,64,0,0,91502,11517,6367,1.0,0,0,0,0
2696,0,0,72,2.6666666666666665,1,42.36,0,0,2.3333333333333335,0,0,0,0,0,0,0,0,0,2,0,2,20.25,1566.9,0.0,0.0,3049.92,2,62,0,0,91505,29245,5733,1.0,0,0,0,0
2697,0,0,29,3.333333333333333,1,4.53,1,0,1.6666666666666667,0,0,0,0,0,0,0,0,0,3,0,1,25.15,702.0,0.0,0.0,131.37,2,47,0,0,91506,18539,5491,1.0,1,0,0,0
2698,0,0,10,4.0,0,0.0,0,1,1.0,29,0,0,0,1,0,0,0,0,2,1,3,29.6,299.05,0.0,87.0,0.0,2,41,0,0,91602,16996,3180,1.0,1,2,0,0
2699,1,5,18,4.0,1,16.78,1,1,2.0,23,0,0,0,0,0,0,0,1,3,1,1,73.15,1305.95,0.0,30.04,302.04,1,42,1,0,91604,26157,4283,1.0,3,0,0,0
2700,0,0,16,4.0,1,40.17,0,0,2.0,0,0,0,0,0,0,0,0,0,2,0,3,19.75,284.35,0.0,0.0,642.72,1,40,0,0,91606,45358,4272,1.0,0,0,0,0
2701,0,0,72,3.3333333333333335,1,8.29,1,1,2.0,13,0,1,1,1,1,1,1,1,2,0,1,86.6,6350.5,0.0,0.0,596.8799999999999,2,37,0,0,91607,27453,4530,1.0,1,0,0,0
2702,0,0,72,2.666666666666667,1,35.11,1,1,1.0,22,0,1,1,1,1,1,1,1,2,0,1,109.2,7878.3,0.0,0.0,2527.92,1,49,0,0,91701,39064,4551,1.0,1,0,0,0
2703,1,10,41,2.0,1,25.16,0,1,2.0,11,1,0,0,1,1,1,1,1,1,1,2,74.7,3187.65,0.0,0.0,1031.56,2,38,1,0,91702,57775,5246,1.0,1,0,0,0
2704,0,0,41,2.0,1,37.55,1,1,3.0,30,0,0,1,0,0,1,1,1,1,0,3,65.0,2531.8,0.0,0.0,1539.55,1,35,0,0,91711,34716,5043,1.0,1,0,0,0
2705,0,0,42,2.0,1,6.42,1,1,3.0,48,1,1,1,0,0,1,1,0,1,1,1,99.0,4298.45,0.0,2063.0,269.64,1,28,0,0,91724,25068,2887,1.0,1,0,0,0
2706,1,2,51,2.0,1,21.07,0,1,1.0,46,1,1,1,0,1,0,0,1,1,1,1,93.5,4619.55,0.0,0.0,1074.57,2,27,1,0,91730,51970,5561,1.0,1,0,0,0
2707,0,0,32,3.0,1,37.48,1,1,1.0,15,0,1,1,1,1,1,1,1,1,0,2,83.7,2633.3,0.0,0.0,1199.36,1,56,0,0,91733,45645,3945,1.0,0,0,0,0
2708,0,0,10,4.0,1,1.98,0,0,1.0,0,0,0,0,0,0,0,0,0,3,1,2,19.85,193.05,0.0,0.0,19.8,1,29,0,0,91737,23079,3768,1.0,0,0,0,0
2709,1,1,67,3.0,0,0.0,0,1,1.0,52,0,1,1,1,1,1,1,1,2,1,1,59.55,4103.9,0.0,0.0,0.0,2,19,1,0,91739,12937,4478,1.0,0,0,0,0
2710,1,3,61,2.0,1,20.01,1,1,1.0,12,1,1,1,1,1,1,1,0,2,0,2,115.1,7008.15,0.0,841.0,1220.61,2,42,1,1,91740,25135,6090,1.0,1,0,0,0
2711,0,0,50,2.0,1,19.8,1,1,3.0,21,1,1,1,1,1,1,1,0,1,0,2,114.35,5791.1,0.0,1216.0,990.0,1,46,0,0,91741,24973,5068,1.0,2,0,0,0
2712,0,0,31,2.0,0,0.0,0,1,1.0,10,1,1,0,1,0,1,1,1,2,1,1,49.85,1520.1,0.0,0.0,0.0,2,35,0,0,91752,18980,2539,1.0,0,0,0,0
2713,1,1,45,2.0,1,33.54,1,1,1.0,4,1,1,1,1,1,1,1,1,1,0,3,113.3,5032.25,0.0,0.0,1509.3,2,57,1,0,91754,33280,4885,1.0,0,0,0,0
2714,1,1,61,2.0,1,47.19,1,1,2.0,28,1,1,1,1,1,1,1,1,2,0,3,88.1,5526.75,0.0,154.75,2878.59,2,62,1,0,91755,26933,5152,1.0,1,0,0,0
2715,0,0,50,2.0,1,47.16,1,0,1.6666666666666667,0,0,0,0,0,0,0,0,0,2,0,1,24.9,1195.25,0.0,0.0,2358.0,1,64,0,0,91759,47,4297,1.0,1,0,0,0
2716,1,1,71,2.0,1,8.21,1,0,1.3333333333333335,0,0,0,0,0,0,0,0,0,2,1,2,24.25,1732.95,0.0,0.0,582.9100000000001,2,30,1,0,91763,34447,5409,1.0,1,0,0,0
2717,1,1,57,2.0,1,49.29,0,1,1.0,22,1,1,0,1,0,0,0,1,2,1,1,59.75,3450.15,0.0,0.0,2809.53,1,50,1,0,91765,46532,4012,1.0,1,0,0,0
2718,0,0,14,4.0,0,0.0,0,1,1.0,4,0,0,1,1,1,1,1,1,3,1,1,55.0,771.95,0.0,0.0,0.0,1,47,0,0,91776,38041,4900,1.0,2,0,0,0
2719,0,0,5,4.5,1,43.02,0,1,1.0,42,0,1,0,0,0,0,0,0,3,0,1,50.55,244.75,0.0,103.0,215.1,2,24,0,0,91780,32718,2739,1.0,1,0,0,0
2720,0,0,6,5.0,1,6.98,0,1,1.0,30,1,1,0,0,0,0,0,1,3,0,3,55.15,322.9,0.0,9.69,41.88,2,29,0,0,91784,23331,5377,1.0,0,0,0,0
2721,0,0,10,4.0,1,45.56,0,1,1.0,17,0,1,0,0,0,0,0,1,3,0,1,51.2,498.25,0.0,0.0,455.6,2,44,0,0,91786,48827,5765,1.0,3,1,0,0
2722,0,0,1,5.0,1,32.73,1,0,1.5,0,0,0,0,0,0,0,0,0,3,0,3,25.4,25.4,0.0,0.0,32.73,2,21,0,1,91789,45118,4556,1.0,1,0,0,0
2723,0,0,68,4.5,1,5.3,1,1,2.0,59,1,0,0,0,0,0,0,0,3,0,3,54.45,3687.75,0.0,2176.0,360.4,2,24,0,0,91790,44099,5310,1.0,0,0,0,0
2724,0,0,22,4.0,1,19.72,1,1,3.0,5,0,0,0,0,0,0,0,1,1,1,2,76.0,1783.6,0.0,0.0,433.84,2,64,0,0,91792,31622,2031,1.0,1,0,0,0
2725,0,0,20,4.0,1,4.15,0,1,3.0,18,0,0,0,0,0,0,0,0,3,1,1,44.35,927.15,0.0,167.0,83.0,2,35,0,0,91801,54382,3460,1.0,1,0,0,0
2726,0,0,35,4.0,1,38.38,0,1,1.0,82,1,1,1,0,0,0,0,1,1,0,3,61.2,2021.2,0.0,0.0,1343.3000000000002,1,24,0,0,91906,3133,2075,1.0,3,0,0,0
2727,1,2,23,4.0,1,16.63,0,1,1.0,22,0,1,1,1,0,0,0,1,1,0,2,86.8,1940.8,0.0,0.0,382.49,1,51,1,0,91910,74025,3200,1.0,0,0,0,0
2728,0,0,12,4.5,1,18.71,0,0,1.0,0,0,0,0,0,0,0,0,0,3,0,2,19.7,220.35,0.0,0.0,224.52,2,43,0,0,91913,12884,5715,1.0,0,0,0,0
2729,0,0,1,5.0,1,40.46,0,0,1.0,0,0,0,0,0,0,0,0,0,3,0,2,20.25,20.25,0.0,0.0,40.46,1,44,0,0,91914,2606,5384,1.0,0,0,0,0
2730,1,6,71,3.5,1,9.4,0,1,1.0,10,0,0,1,0,0,0,0,1,2,0,1,76.05,5436.45,0.0,0.0,667.4,2,38,1,1,91915,9278,5841,1.0,0,0,0,0
2731,1,5,40,2.0,1,13.86,1,1,1.0,75,0,0,1,0,1,1,1,0,3,1,1,74.55,3015.75,0.0,2262.0,554.4,1,32,1,3,91917,727,3718,1.0,2,0,0,0
2732,0,0,23,2.0,1,46.4,0,1,3.0,23,0,0,0,0,1,1,1,1,1,1,1,64.9,1509.8,0.0,34.73,1067.2,1,34,0,0,91932,26662,3314,1.0,2,2,0,0
2733,0,0,4,2.0,1,31.92,0,1,1.0,4,0,0,1,1,0,1,1,1,3,1,1,90.4,356.65,0.0,0.0,127.68,1,55,0,0,91935,8759,3314,1.0,0,0,0,0
2734,1,8,68,2.0,0,0.0,0,1,2.0,15,0,1,1,1,1,1,1,1,2,0,2,60.3,4109.0,0.0,61.64,0.0,2,44,1,0,91941,44652,4864,1.0,0,0,0,0
2735,0,0,38,2.0,1,1.27,1,1,2.0,13,0,1,0,0,0,0,0,1,3,1,2,81.85,3141.7,0.0,0.0,48.26,1,44,0,2,91942,24005,3571,1.0,0,0,0,0
2736,1,1,52,2.0,1,40.33,1,0,2.5,0,0,0,0,0,0,0,0,0,2,0,2,24.8,1229.1,0.0,0.0,2097.16,1,42,1,3,91945,24961,5320,1.0,1,0,0,0
2737,1,7,29,2.0,1,32.46,0,1,3.0,7,0,0,1,1,1,1,1,1,2,0,2,75.55,2054.4,0.0,14.38,941.34,1,60,1,0,91950,62355,5625,1.0,2,1,0,0
2738,0,0,48,2.0,1,2.53,1,1,3.0,6,1,0,1,0,1,1,1,1,1,1,2,78.75,3682.45,0.0,22.09,121.44,1,51,0,0,91963,905,2257,1.0,3,0,0,0
2739,0,0,1,5.0,1,9.44,0,0,2.0,0,0,0,0,0,0,0,0,0,3,1,1,19.25,19.25,0.0,0.0,9.44,2,34,0,0,91977,56100,4745,1.0,2,0,0,0
2740,0,0,22,3.5,1,6.0,0,1,1.0,8,1,0,0,1,0,1,1,1,3,1,1,89.05,1886.25,0.0,0.0,132.0,2,40,0,0,91978,7863,5479,1.0,1,1,0,0
